review_id,entity_type,title,primary_category,review_date,review_score,rating_sentiment,text_sentiment_label,text_sentiment_score,helpful_count,review_text
games_116_20210507_663626,game,Worms Zone .io - Hungry Snake,Action,2021-05-07,2,negative,positive,0.4723,2746,"Game isnt bad, though it would be better against live opponents. It's fairly repetitive after a while. Had it for a few weeks and play occasionally. Now uninstalling due to unskippable adds. I don't mind adds for 5 or 10"
games_255_20210321_958767,game,My Home Design - Modern City,Puzzle,2021-03-21,1,negative,positive,0.6529,2737,"As usual, gameplay is almost entirely matching rather than decorating. The puzzles are less annoying than in other ""decorating"" games I've tried (dozens of them!) but that really isn't saying much. Unless your idea of fu"
games_139_20221120_752822,game,Free Fire MAX,Action,2022-11-20,2,negative,positive,0.8464,2715,"I don't understand why the game crashed when I'm in game. It just so annoying, I thought I could have had a better experience with this version of the game but it turned out to be worse than the normal version. I honestl"
games_18_20230815_514935,game,Dream League Soccer 2025,Sports,2023-08-15,2,negative,positive,0.8832,2707,1. Match finishes too fast. 2. It's really easy to score goals . 3. There should be a difficulty mode. 4. Too many physical tackels by AI . 5. Option to negotiate for any player. 6. Exhibition matches where you can pick 
games_17_20221210_512295,game,eFootball™,Sports,2022-12-10,4,positive,negative,-0.5267,2700,"Gameplay is more complex than fifa but not so abrupt and unassisted like DLS, overall making the gameplay smooth and feels realistic. However, ""scripting"" is sometimes an issue, as sometimes the game just wants you to lo"
apps_175_20210331_380271,app,Alibaba.com - B2B marketplace,Shopping,2021-03-31,1,negative,positive,0.3182,2654,"So many bugs in messenger. The messages visible in mobile alibaba messenger are not visible in desktop site, and vise versa 😂 and some messages hide themselves. And when 3 months later I recieve message from that person,"
games_277_20220812_1019724,game,My Talking Angela 2,Simulation,2022-08-12,1,negative,positive,0.3892,2631,I used to play talking Angela 1 all the time when I was younger so I decided to relive it by downloading this one years later. The second day I had this game it started freezing and made a low pitch buzzing sound each ti
games_17_20220616_509681,game,eFootball™,Sports,2022-06-16,2,negative,positive,0.9659,2629,"Once I rated 5 star ,now become 2 star . 2 star because I love this game, I love football. After the update graphics and aesthetic looks of game really went up. But game play really $**ks . The player switching in assist"
games_123_20210317_694077,game,Lords Mobile: Kingdom Wars,Strategy,2021-03-17,2,negative,positive,0.882,2628,"Edited review : After adding some better contents like Kingdom Labors etc., the game is going good (not best). The Homecoming Rewards are best ever I got and the Sanctuary is a best trap itself. I will increase my rating"
games_139_20220526_752744,game,Free Fire MAX,Action,2022-05-26,2,negative,positive,0.9708,2621,"To be honest, I've been playing this game since Season 1 and I think that old FF was great. Now more than playing game you just see is high ping issue, frame drops, fake damages, glitches, and hackers in Rank push. I pla"
games_183_20231025_851978,game,Hero Wars: Alliance,Role Playing,2023-10-25,1,negative,positive,0.9632,2603,"This would be a fun game however the cost of everything is way too high & not only that, whenever you have to watch ads to get a prize for example like in the theater, as well as other areas, I literally counted eight di"
apps_141_20241204_359691,app,Google Play Games,Entertainment,2024-12-04,1,negative,positive,0.6124,2582,(Update Oct.2024) I'm also having the same experience it seems a lot of others are having with it not letting me update the app. The option is there and every time I click on it it loads like it downloads but never actua
games_163_20220709_842283,game,Hungry Shark Evolution,Action,2022-07-09,2,negative,positive,0.9134,2569,"It's an okay game, very challenging too as time progresses, the health bar decreases faster. However, this game freezes too much for my liking. I will almost complete a mission and the game will immediately freeze, and I"
games_104_20210404_641285,game,WorldBox - Sandbox God Sim,Simulation,2021-04-04,2,negative,positive,0.8225,2556,"This game is good, but the need of higher bike is too short between each level. Eventually u need to stop doing the challenges and keep on doing the free ride over and over until ure able to afford the new bike Its just "
games_139_20250226_751271,game,Free Fire MAX,Action,2025-02-26,1,negative,positive,0.8019,2549,I am going to uninstall this game. And i don't recommend anybody this game. Because this is full of bugs. The developers never try to solve them. They still haven't removed the training ground bug. And from yesterday am 
apps_175_20240616_379774,app,Alibaba.com - B2B marketplace,Shopping,2024-06-16,1,negative,positive,0.3418,2547,"This sight is ridiculous. The way everything is set up is so confusing. I put things in my cart to order, and it tells me that the quantity isn't enough. Then, when I try to enlarge the order, there isn't any way to acco"
games_15_20220612_501429,game,Ludo King®,Board,2022-06-12,4,positive,negative,-0.2255,2545,Quite disappointed... it seems as if the numbers of are not random but fixed. Have to watch the whole 30 sec add n option to skip before 30 sec. If you are 1 or 2 steps away n the opponent has 3 pawns out even then you g
apps_214_20240801_439609,app,TikTok Studio,Video Players & Editors,2024-08-01,1,negative,positive,0.2103,2543,"Terrible app, you are literally better off editing on windows movie maker 2017. HAHA, tic toc studio has a Trash platform with so many bugs. You can be working on editing a video and the app will crash randomly or not re"
games_20_20241012_523344,game,Genshin Impact,Role Playing,2024-10-12,1,negative,positive,0.8873,2539,"The games good, yes but for some reason it's lacking a lot of vital features. The domains are a pain to do over and over again for good artificts—it significantly impacts gameplay and makes the game play feel like a chor"
apps_95_20250104_258972,app,Gauth: AI Study Companion,Education,2025-01-04,5,positive,negative,-0.3367,2524,I have been struggling with Spanish for awhile now. I am in an online program. I have never really understood how to do the ending verbs. I am also very confused anytime it comes to English class. this app has helped me 
games_246_20241015_925234,game,My Talking Tom,Simulation,2024-10-15,1,negative,positive,0.6704,2509,"When I was a kid this was the game me and my mom would play all the time, back when you actually had to play to earn coins to buy a 500c hat. I was utterly disappointed to come back to this game and be given an automatic"
apps_7_20220605_32514,app,IMDb: Movies & TV Shows,Entertainment,2022-06-05,2,negative,positive,0.2263,2509,The app has a lot of issues. When you try to play a trailer. It launches weirdly and struggles in between full screen and minimised mode. When i try to move to full screen the video starts from beginning. The phone doesn
apps_175_20211108_379756,app,Alibaba.com - B2B marketplace,Shopping,2021-11-08,1,negative,positive,0.679,2504,"Super buggy. I also don't know if I can trust this. Everytime I get in my car it makes a phone call and I can't play music or do anything. If I end the call it takes a few minutes to end, but then it just restarts on it "
games_23_20240121_540215,game,Geometry Dash Lite,Action,2024-01-21,4,positive,negative,-0.3398,2499,"The ads can get a little annoying at times but are very minimal and don't interrupt your gameplay. One issue is the auto checkpoints, often I will use them in practice and it will spawn right before a spike or during a j"
games_17_20230820_510115,game,eFootball™,Sports,2023-08-20,2,negative,positive,0.8898,2498,"It is a good game, but the problem is its online gameplay, which is one of the worst. It responds so late that other players easily take the ball. It takes ages to respond, and it's so laggy. Overall, it's an irritating "
games_15_20200902_500103,game,Ludo King®,Board,2020-09-02,2,negative,positive,0.9802,2495,"While playing online this game is extremely partial on the basis of results of the game, but while playing with computer it will be one sided always favouring your side. This game forces you to watch so that they can get"
apps_177_20241005_409805,app,Talkie: Creative AI Community,Entertainment,2024-10-05,1,negative,positive,0.8933,2491,"Talkie AI used to be the best available character AI, but now the app is insufferable. There are too many ads, and the talks aren't unlimited, so now you have to pay for ""Talkie+."" Before you would just watch an ad every"
games_123_20201225_694343,game,Lords Mobile: Kingdom Wars,Strategy,2020-12-25,2,negative,positive,0.8291,2469,"Remember when games were fun? This game has several elements - heroes, bases, combat and battles but they're disparate and confusing. What's more, all the interaction and fun bits have been left out. It's a waiting sim w"
games_18_20241209_516491,game,Dream League Soccer 2025,Sports,2024-12-09,4,positive,negative,-0.3935,2446,"The game is fantastic.But there is a key problem which pertains in it.Now I am even facing challenge of playing the game,why developers🤷. A lot of people, especially my friends are complaining about the game that, this c"
apps_98_20231006_293303,app,YouTube TV: Live TV & more,Entertainment,2023-10-06,5,positive,negative,-0.25,2443,"Still needs some additional features to be rated higher: 1. A one or two week tv guide so you can choose which shows to record. 2. The ability to continue watching on a different device... that is, when switching devices"
apps_95_20220828_248465,app,Gauth: AI Study Companion,Education,2022-08-28,1,negative,positive,0.4607,2430,Definitely a great app to students who struggles to answer math equations. Been using 1 year already and the experience is great. U watch ads to get answers instead of subscribing. (Great for me coz I couldn't afford pay
apps_141_20210716_360399,app,Google Play Games,Entertainment,2021-07-16,1,negative,positive,0.5895,2424,"I've been buying Google play cards for about 3 months now. Small in-app purchases here and there, no issues. The other day I buy 10$ card, put it on my account, load up my favorite game, make 2 purchases. No problem. Las"
games_15_20200526_500083,game,Ludo King®,Board,2020-05-26,2,negative,positive,0.9287,2417,"This game is full of entertainment features. There is no doubt about it. But it seems obvious that the game is designed to win over the opponent player. They act to keep us playing until the end, knowing that the opponen"
games_252_20250308_946185,game,Drive Zone: Car Simulator Game,Simulation,2025-03-08,1,negative,positive,0.9322,2414,"DONT DOWNLOAD!!! PAY TO WIN!! It cost you between $50-$100 to buy the tokens to get better faster cars. I have watched 24 hrs worth of ads and only have 3 cars, and none are maxed. The lucky draws you need to spend close"
games_104_20210222_640307,game,WorldBox - Sandbox God Sim,Simulation,2021-02-22,1,negative,positive,0.3065,2414,"I really love the game and all but because its timed it's not fun I was stuck on level 4 or 3 for like 2 days and I passed it today then it was like "" overtake 8 cars in 40 seconds"" like how is that possible the most car"
games_17_20201015_510208,game,eFootball™,Sports,2020-10-15,2,negative,positive,0.6083,2387,"This is the only game I love playing on my phone. Good graphics. But some features are not there. No line ups before the match, you can't even see the opponents formation, you can't change your tactics while playing, whe"
apps_139_20250109_341516,app,"Linky AI: Chat, Play, Connect",Social,2025-01-09,5,positive,negative,-0.9756,2368,"I LOVE THIS APP. It has kind of changed my life. It is so pleasant to live in your imagination. BUT there is a very, very annoying problem. The previous chat sessions are so hard to remove. I have talked to more than hun"
apps_141_20210202_362768,app,Google Play Games,Entertainment,2021-02-02,2,negative,positive,0.7652,2363,"I have been having problems with Google Play Games on my old phone for months, back when it was my main phone. I have sent multiple reports and nothing has been done. I am very disappointed in this service. Luckily it wo"
games_17_20240125_512224,game,eFootball™,Sports,2024-01-25,4,positive,negative,-0.5376,2362,"I like this game so much but I have so many suggestions. 1) The online matchmaking time is too high. It gets kinda boring sometime. 2) When the opponent pause the game, you should be able to access the pause menu without"
games_28_20241221_564320,game,Geometry Dash,Action,2024-12-21,5,positive,negative,-0.7688,2361,"I have been really enjoying playing this game for more than 5 years and it still be in my favourite game list. The game quality, the soundtrack and the levels are on top! However, I’ve been experiencing this annoying lag"
games_120_20230119_680153,game,1945 Air Force: Airplane Games,Action,2023-01-19,1,negative,positive,0.4371,2361,"The good, 1945 start out as a fun game, good graphics and overall enjoyable shooter. The Bad, leveling up in the game is arduous and not very self explanatory, collecting drop items such as coins diamonds is very time in"
games_23_20220627_541236,game,Geometry Dash Lite,Action,2022-06-27,5,positive,negative,-0.6687,2361,"I love this game and would recommend it. However I do have some problems ever since the game was updated, I noticed that now whenever I want to play the screens shakes a lot sometimes it will lag so hard that I die becau"
games_21_20200301_531899,game,Five Nights at Freddy's,Action,2020-03-01,5,positive,negative,-0.3777,2355,"Im not exactly the right age range for this game, but it's damn good. The animations of the jumpscares, the unnerving and unnatural designs of the animatronics, the tension as the nights get more difficult. And the backs"
games_246_20240404_929299,game,My Talking Tom,Simulation,2024-04-04,5,positive,negative,-0.8565,2352,"OK, so um, I got 100k money and 10k gems when I joined, and I got so confused because I'm not sure it's meant to do that, but hey, who's complaining with endless possibilities. I used to hate waiting for the sleep to fin"
games_18_20210420_514951,game,Dream League Soccer 2025,Sports,2021-04-20,2,negative,positive,0.5664,2335,"I am playing dream league soccer from 2016. It's very addictive and much enjoyable on that time and it's continued till 2018 version. After that, the game was developed in a reverse order , means graphics upgraded but it"
games_20_20250220_523328,game,Genshin Impact,Role Playing,2025-02-20,1,negative,positive,0.8807,2324,"I've been playing this game since version 1.6 and have genuinely enjoyed its graphics, gameplay, and quests. However, I feel the release of story quests has been slow, and it feels like the game's potential is not being "
games_246_20181026_926947,game,My Talking Tom,Simulation,2018-10-26,2,negative,positive,0.9732,2306,Talking tom ooh im fly in the sky GOLDEN DRAGON SUIT GUYS amazing but tom's dirty.hahahaha Guys can adopt tom right and merry christmas in the philipines yes guys greatest game in the world my tom is not a baby right in 
games_15_20210403_499804,game,Ludo King®,Board,2021-04-03,2,negative,positive,0.7506,2294,I uninstalled this app just because in the game many times opponent player leave in the middle of the running game or playing slow & It was too much time consuming to play systematic. I had to wait until they came back. 
games_183_20200711_852603,game,Hero Wars: Alliance,Role Playing,2020-07-11,1,negative,positive,0.281,2292,"I downloaded this game because all the ads on Facebook made it seem like a puzzle game. What a crock of lies! I got one puzzle after a few rounds, and that was it. I played for near 2 months and never saw another puzzle."
apps_175_20200926_380637,app,Alibaba.com - B2B marketplace,Shopping,2020-09-26,1,negative,positive,0.3989,2286,"I have not been able to verify my email address, because the verification code is sent to the email address. And before the code is dropped in the email, the time limit allowed to enter the code must have expired.Can't y"
games_23_20200521_540302,game,Geometry Dash Lite,Action,2020-05-21,4,positive,negative,-0.2244,2286,"Great game! My only problem is that there is a glitch where midway through the level it just goes dark. I literally can't see anything, thus can't play it. I re-installed it and the darkness midway disappeared. I was hap"
apps_141_20220528_359570,app,Google Play Games,Entertainment,2022-05-28,1,negative,positive,0.6884,2283,"The only thing it's good for is wasting space on ur phone! The ""achievements"" don't get u anything, there's always tech issues, and I can't count how many times I've lost all progress on multiple games by logging in usin"
games_143_20220511_773799,game,State of Survival: Zombie War,Strategy,2022-05-11,4,positive,negative,-0.8367,2275,I love this game. Many hours of my life have been spent playing it over the past year. But the most recent update has completely disabled the game for me. The crashing issues are so bad now that I can't even contact cust
games_53_20221118_603368,game,Supreme Duelist,Action,2022-11-18,5,positive,negative,-0.6249,2273,"Me and my cousin played it all the time. And it was awesome, many maps and battles have been made. though we both have suggestions and ideas. We thought that some weapons needed a buff and a nerf. One of which is the gra"
games_17_20240509_509771,game,eFootball™,Sports,2024-05-09,2,negative,positive,0.34,2271,"The game is good but I have a problem with the key matches. They are unnecessary and the opponents players become overrated and the game becomes boring. Instead of giving us a lot of money for nothing, you should replace"
apps_141_20210717_361082,app,Google Play Games,Entertainment,2021-07-17,1,negative,positive,0.6925,2252,"Google Play Services is unable to connect to the internet. Every login to a game on Google Play I am playing, shows up as ""No internet connection please try again later"" There is nothing wrong with the internet connectio"
apps_175_20200915_380062,app,Alibaba.com - B2B marketplace,Shopping,2020-09-15,1,negative,positive,0.3994,2251,"App was working fine before the last update. Ever since, I have encountered dificulties with the Messenger section. It gives as a ""log in error"" where I cannot recieve nor send messages. At home I can work from my PC, bu"
apps_175_20240325_380147,app,Alibaba.com - B2B marketplace,Shopping,2024-03-25,1,negative,positive,0.2732,2242,"Very invasive app. It sends you fake notifications just to open it. Even if i turn every single notification this app every morning around 9 am still semds me a sound notification. New buyers out there, please be careful"
games_118_20210723_673067,game,OTR - Offroad Car Driving Game,Simulation,2021-07-23,2,negative,positive,0.8823,2240,"The game was great, don't get me wrong. I've put in my fair share of hours into it and I can agree that the graphics are way than enough for a mobile game, though i'd like it if we could possibly make our own 'custom' se"
apps_98_20231029_281400,app,YouTube TV: Live TV & more,Entertainment,2023-10-29,1,negative,positive,0.8001,2236,The User Interface is confusing and convoluted. The app promotes recording shows. Which is fine but then they show advertisements that are unskippable. For 73 dollars they will not hesitate to advertise to you. When play
games_262_20221216_987526,game,Jurassic World™: The Game,Simulation,2022-12-16,1,negative,positive,0.9093,2235,"Great game. Love the whole concept, we get to be the one planning the whole park and stuff. Absolutely love it. Edit: The game downloaded all the necessary files after a recent update and won't start at all. The game use"
games_139_20250109_751729,game,Free Fire MAX,Action,2025-01-09,1,negative,positive,0.706,2228,The game is too good but there was also a problem with this game that are some bugs and don't recommend to play this game when there are too many bugs in this game like freezing game in between tolding as network issue t
games_163_20230822_842297,game,Hungry Shark Evolution,Action,2023-08-22,2,negative,positive,0.6221,2224,"This game was amazing and I'm really enjoying it. It has been good untill the recent update had come. The game before was smooth, but ever since the update; the game had turned to be laggy and sometimes, it'll turn my sc"
games_15_20190308_499820,game,Ludo King®,Board,2019-03-08,2,negative,positive,0.6908,2199,This game is simply a waste of time. Ludo should be a game based on luck but this game favours only the higher level players. They get numbers whatever they need almost everytime and I never. I thought it may happen some
games_163_20191226_841364,game,Hungry Shark Evolution,Action,2019-12-26,1,negative,positive,0.3886,2197,"AGAIN! I just lost 30+ minutes of play progress, again! Why? Because when I died, I played a video ad for a free continue, but your ad FROZE and would not stream. Is it so hard to put a CANCEL button to abort the ad, lik"
apps_175_20221118_380080,app,Alibaba.com - B2B marketplace,Shopping,2022-11-18,1,negative,positive,0.431,2195,"I am frustrated using this app. Why is it that it doesn't load pictures, i can't do picture search, it hooks. Other apps are functioning well. I have even deleted lots of tins in my phone just to create space but yet not"
games_116_20200316_662617,game,Worms Zone .io - Hungry Snake,Action,2020-03-16,1,negative,positive,0.34,2195,"at first it was good, and then after a few updates it got all lagged and full of bugs. the major one is when you bought a customized skin. after you close and re-open the app, the skin is changed even without you changin"
games_139_20221118_752902,game,Free Fire MAX,Action,2022-11-18,2,negative,positive,0.8517,2186,"This game good in first. But now the game very laggy and bulky and very slow, so many ping issues and so many glitches please remove the bugs and glitches and the last 2 3 updates was worst example the font and game lobb"
games_17_20220825_509810,game,eFootball™,Sports,2022-08-25,2,negative,positive,0.2481,2186,"The new update sucks! I can't now the see the game stats (goals, assists, passes, shots etc) of individual player. The control buttons are unchangable. It is a hassle. There should have an option to move the control butt"
apps_16_20221203_132594,app,Google One,Productivity,2022-12-03,1,negative,positive,0.5745,2185,"Reliable. I like that this is totally painless-set and forget. The connection between Google One & Drive is a bit obscure (it's the same thing, but you can only access your backups via One). Restoring after reset is conf"
games_133_20231203_729458,game,Age of Apes,Strategy,2023-12-03,1,negative,positive,0.6586,2168,"Only downloaded to get Offerwall rewards for another game, which I can't get because the time limits are too strict and the game requires insane amounts of resources and time to finish anything, let alone within a small "
games_15_20241205_502349,game,Ludo King®,Board,2024-12-05,5,positive,negative,-0.2225,2165,"Great game! i ever played 😊😉 I am just enjoying this game with my family 😁 One of the features that makes Ludo King stand out is its cross-platform multiplayer functionality, allowing users on different devices to compet"
apps_177_20241128_409770,app,Talkie: Creative AI Community,Entertainment,2024-11-28,1,negative,positive,0.5804,2160,"Edit: Alright, the app has changed alot since this review and the app has improved. But the thing is with the Talkie Plus. I understand y'all need money, but there is absolutely no reason to take away free features and p"
games_15_20250408_498324,game,Ludo King®,Board,2025-04-08,1,negative,positive,0.9681,2156,"App is good, but game settings feel rigged to be more engaging rather than truly random Edit: Devs have replied it isn't, but the more I've played, the more I'm convinced it's rigged so that the game is more engaging. Wh"
